id_tienda,id_producto,semana,pronostico,nivel_servicio,objetivo_bruto,objetivo,stock_actual,pedido,colchon,cubierto_por_stock,unidades_vendidas
STORE_05,PROD_004,12,41.28047260714029,0.64,43.839572950075045,44.0,8,36.0,2.7195273928597103,False,37
STORE_05,PROD_004,13,39.63635067690838,0.64,42.035361570246394,42.0,8,34.0,2.3636493230916216,False,32
STORE_05,PROD_005,11,125.66607882919615,0.67,133.0432544231661,133.0,1,132.0,7.333921170803848,False,115
STORE_05,PROD_005,12,122.38317802932895,0.67,129.45502492948646,129.0,1,128.0,6.6168219706710545,False,115
STORE_05,PROD_005,13,121.14087805935466,0.67,128.07809320771273,128.0,1,127.0,6.859121940645338,False,137
STORE_05,PROD_006,11,127.14191563518713,0.65,134.49008160531613,134.0,23,111.0,6.858084364812868,False,154
STORE_05,PROD_006,12,134.75235884932968,0.65,142.2620369116243,142.0,23,119.0,7.247641150670319,False,154
STORE_05,PROD_006,13,143.90017307901758,0.65,152.07678481477137,152.0,23,129.0,8.099826920982423,False,143
STORE_05,PROD_007,11,135.00858713358818,0.57,138.8261975745116,139.0,4,135.0,3.991412866411821,False,120
STORE_05,PROD_007,12,131.42802560569265,0.57,135.17818788560865,135.0,4,131.0,3.5719743943073468,False,109
STORE_05,PROD_007,13,126.19324343015697,0.57,129.56289232256572,130.0,4,126.0,3.8067565698430315,False,114
STORE_05,PROD_008,11,144.46378969232347,0.59,149.1554131529823,149.0,12,137.0,4.5362103076765266,False,168
STORE_05,PROD_008,12,155.60903252778573,0.59,160.90261492605194,161.0,12,149.0,5.390967472214271,False,162
STORE_05,PROD_008,13,156.21344188638687,0.59,161.47392259348922,161.0,12,149.0,4.786558113613125,False,179
STORE_06,PROD_001,11,60.558271863150466,0.68,65.75884471518081,66.0,3,63.0,5.441728136849534,False,54
STORE_06,PROD_001,12,59.15369058640856,0.68,64.19033181963029,64.0,3,61.0,4.846309413591442,False,62
STORE_06,PROD_001,13,60.98893771795099,0.68,66.16215076233661,66.0,3,63.0,5.011062282049011,False,48
STORE_06,PROD_002,11,80.77510401930562,0.65,85.98320231168915,86.0,9,77.0,5.224895980694384,False,95
STORE_06,PROD_002,12,85.85743897535744,0.65,91.34541617135967,91.0,9,82.0,5.142561024642561,False,69
STORE_06,PROD_002,13,79.09066717057505,0.65,84.01850380323843,84.0,9,75.0,4.9093328294249545,False,83
STORE_06,PROD_003,11,68.30104589475016,0.66,73.20464566230898,73.0,43,30.0,4.69895410524984,False,72
STORE_06,PROD_003,12,68.6054999285399,0.66,73.5392910395198,74.0,43,31.0,5.394500071460101,False,62
STORE_06,PROD_003,13,64.28903419417017,0.66,68.96121465832299,69.0,43,26.0,4.710965805829829,False,61
STORE_06,PROD_004,11,44.3288172324242,0.64,46.86135514873541,47.0,18,29.0,2.6711827675758,False,49
STORE_06,PROD_004,12,46.160286484464045,0.64,48.8289256383852,49.0,18,31.0,2.839713515535955,False,56
STORE_06,PROD_004,13,47.43606538459623,0.64,50.202594395242045,50.0,18,32.0,2.5639346154037668,False,34
STORE_06,PROD_005,11,100.42673529731562,0.67,106.21380386433727,106.0,3,103.0,5.573264702684384,False,88
STORE_06,PROD_005,12,94.15312369963215,0.67,99.58350572645844,100.0,3,97.0,5.846876300367853,False,87
STORE_06,PROD_005,13,93.39918812014187,0.67,98.7491396763263,99.0,3,96.0,5.600811879858128,False,96
STORE_06,PROD_006,11,104.45638983831824,0.65,110.52986903946676,111.0,25,86.0,6.543610161681755,False,87
STORE_06,PROD_006,12,96.65713782577288,0.65,102.1714595712303,102.0,25,77.0,5.342862174227122,False,100
STORE_06,PROD_006,13,97.03421773138487,0.65,102.63941643798722,103.0,25,78.0,5.965782268615129,False,77
STORE_06,PROD_007,11,155.55098364847282,0.57,159.76878688423287,160.0,37,123.0,4.4490163515271774,False,185
STORE_06,PROD_007,12,163.94164208058652,0.57,168.05848816979938,168.0,37,131.0,4.058357919413481,False,196
STORE_06,PROD_007,13,179.5598510807662,0.57,184.48941807370898,184.0,37,147.0,4.440148919233792,False,199
STORE_06,PROD_008,11,120.14552242008475,0.59,124.3133405965539,124.0,3,121.0,3.8544775799152546,False,119
STORE_06,PROD_008,12,119.79271718794337,0.59,123.93670971952454,124.0,3,121.0,4.207282812056633,False,118
STORE_06,PROD_008,13,119.44230899102675,0.59,123.56007884249517,124.0,3,121.0,4.557691008973251,False,117
STORE_07,PROD_001,11,30.672332015199654,0.68,33.6468328680285,34.0,27,7.0,3.327667984800346,False,32
STORE_07,PROD_001,12,31.12081102132414,0.68,34.12409343065454,34.0,27,7.0,2.8791889786758595,False,25
STORE_07,PROD_001,13,28.872804623326296,0.68,31.58966604184393,32.0,27,5.0,3.127195376673704,False,22
STORE_07,PROD_002,11,46.146675187190034,0.65,49.27062595149816,49.0,15,34.0,2.8533248128099657,False,48
STORE_07,PROD_002,12,46.55713147046715,0.65,49.70883828739396,50.0,15,35.0,3.442868529532852,False,51
STORE_07,PROD_002,13,50.162608362685056,0.65,53.91207427829433,54.0,15,39.0,3.837391637314944,False,43
STORE_07,PROD_003,11,46.92108463882302,0.66,50.65479721933373,51.0,18,33.0,4.078915361176982,False,52
STORE_07,PROD_003,12,50.20521959708617,0.66,54.259614476395456,54.0,18,36.0,3.7947804029138297,False,56
STORE_07,PROD_003,13,51.707496996325006,0.66,55.815633425824494,56.0,18,38.0,4.2925030036749945,False,44
STORE_07,PROD_004,11,28.026902457093023,0.64,29.38292239588136,29.0,55,0.0,0.9730975429069773,True,30
STORE_07,PROD_004,12,26.472021409945437,0.64,27.88740100388613,28.0,55,0.0,1.5279785900545626,True,25
STORE_07,PROD_004,13,23.921691486592163,0.64,25.20234260773745,25.0,55,0.0,1.078308513407837,True,33
STORE_07,PROD_005,11,47.457138800833874,0.67,50.380800001622575,50.0,0,50.0,2.5428611991661256,False,39
STORE_07,PROD_005,12,44.42942965944133,0.67,47.145915682723334,47.0,0,47.0,2.5705703405586675,False,37
STORE_07,PROD_005,13,42.27217796105029,0.67,44.758423856402686,45.0,0,45.0,2.7278220389497108,False,28
STORE_07,PROD_006,11,49.508923851216174,0.65,52.28756736391567,52.0,20,32.0,2.4910761487838258,False,31
STORE_07,PROD_006,12,45.924819964093196,0.65,48.324167918473286,48.0,20,28.0,2.075180035906804,False,54
STORE_07,PROD_006,13,47.28679813813522,0.65,49.99277569730142,50.0,20,30.0,2.713201861864782,False,51
STORE_07,PROD_007,11,47.10748041708404,0.57,48.57308932520045,49.0,1,48.0,1.8925195829159591,False,42
STORE_07,PROD_007,12,46.89746625033405,0.57,48.556075763826726,49.0,1,48.0,2.1025337496659517,False,55
STORE_07,PROD_007,13,51.600503150924105,0.57,53.44112089983357,53.0,1,52.0,1.399496849075895,False,43
STORE_07,PROD_008,11,55.7737153454672,0.59,57.76039190811809,58.0,31,27.0,2.2262846545327974,False,35
STORE_07,PROD_008,12,47.41819953492253,0.59,48.73322399571524,49.0,31,18.0,1.581800465077471,False,52
STORE_07,PROD_008,13,50.173683870327594,0.59,51.65476983256593,52.0,31,21.0,1.8263161296724064,False,66
STORE_08,PROD_001,11,85.07788304735524,0.68,91.7516887666097,92.0,45,47.0,6.922116952644757,False,79
STORE_08,PROD_001,12,80.83747828607144,0.68,87.24087565723438,87.0,45,42.0,6.162521713928555,False,85
STORE_08,PROD_001,13,82.79810578693682,0.68,89.3457541629364,89.0,45,44.0,6.201894213063184,False,89
STORE_08,PROD_002,11,107.89079015193326,0.65,114.34205918011888,114.0,1,113.0,6.10920984806674,False,99
STORE_08,PROD_002,12,103.76955022907447,0.65,110.01578384465859,110.0,1,109.0,6.2304497709255315,False,108
STORE_08,PROD_002,13,103.0773175644722,0.65,109.41602944908993,109.0,1,108.0,5.922682435527804,False,116
STORE_08,PROD_003,11,130.6124856921532,0.66,139.2298632142511,139.0,0,139.0,8.3875143078468,False,127
STORE_08,PROD_003,12,131.06552589215846,0.66,139.93683209529686,140.0,0,140.0,8.934474107841538,False,106
STORE_08,PROD_003,13,121.14655053282797,0.66,129.10171124285216,129.0,0,129.0,7.853449467172027,False,123
STORE_08,PROD_004,11,53.43511005167172,0.64,56.30833487588599,56.0,62,0.0,2.564889948328279,True,59
STORE_08,PROD_004,12,56.426287125346235,0.64,59.534343726858445,60.0,62,0.0,3.573712874653765,True,79
STORE_08,PROD_004,13,66.36045357203878,0.64,70.08114993590296,70.0,62,8.0,3.6395464279612213,False,64
STORE_08,PROD_005,11,183.21745170943595,0.67,192.70712390463802,193.0,52,141.0,9.782548290564051,False,184
STORE_08,PROD_005,12,186.13383154991735,0.67,195.8706715919964,196.0,52,144.0,9.866168450082654,False,184
STORE_08,PROD_005,13,179.4937019198151,0.67,189.40978489375033,189.0,52,137.0,9.506298080184905,False,212
STORE_08,PROD_006,11,169.6302515664675,0.65,178.1543349520614,178.0,51,127.0,8.369748433532493,False,156
STORE_08,PROD_006,12,168.62640141017326,0.65,177.0368614207275,177.0,51,126.0,8.373598589826742,False,166
STORE_08,PROD_006,13,161.38975517303825,0.65,170.0732141337533,170.0,51,119.0,8.610244826961747,False,148
STORE_08,PROD_007,11,208.68795588752567,0.57,213.2764424768834,213.0,56,157.0,4.312044112474325,False,243
STORE_08,PROD_007,12,220.83209054524602,0.57,225.19612834114136,225.0,56,169.0,4.167909454753982,False,240
STORE_08,PROD_007,13,227.99583987625311,0.57,232.58146983781128,233.0,56,177.0,5.004160123746885,False,277
STORE_08,PROD_008,11,160.9831385566979,0.59,165.2720642888385,165.0,13,152.0,4.016861443302105,False,142
STORE_08,PROD_008,12,157.24831589112878,0.59,161.21364911158304,161.0,13,148.0,3.751684108871217,False,157
STORE_08,PROD_008,13,154.68398168614294,0.59,158.861711931714,159.0,13,146.0,4.316018313857057,False,121
STORE_09,PROD_001,11,40.8337142064123,0.68,44.55182324522409,45.0,75,0.0,4.166285793587697,True,36
STORE_09,PROD_001,12,39.18730718756979,0.68,42.73374534826634,43.0,75,0.0,3.812692812430207,True,48
STORE_09,PROD_001,13,43.18620967185812,0.68,46.99102065709381,47.0,75,0.0,3.8137903281418772,True,51
STORE_09,PROD_002,11,48.69708909349209,0.65,51.88547081719185,52.0,44,8.0,3.302910906507911,False,31
STORE_09,PROD_002,12,42.98259713219501,0.65,45.453140638151886,45.0,44,1.0,2.0174028678049893,False,28
STORE_09,PROD_002,13,39.033831088796255,0.65,41.04805525834143,41.0,44,0.0,1.966168911203745,True,33
STORE_09,PROD_003,11,67.66170988684499,0.66,72.60583941931066,73.0,2,71.0,5.338290113155011,False,69
STORE_09,PROD_003,12,70.1555757968724,0.66,75.5888647687184,76.0,2,74.0,5.844424203127602,False,48
STORE_09,PROD_003,13,64.13048720096833,0.66,68.77863508549561,69.0,2,67.0,4.869512799031668,False,42
STORE_09,PROD_004,11,30.196116132708696,0.64,31.972616581486644,32.0,33,0.0,1.8038838672913045,True,28
STORE_09,PROD_004,12,30.002633341395057,0.64,31.782690203676932,32.0,33,0.0,1.9973666586049426,True,30
STORE_09,PROD_004,13,29.39646717842824,0.64,31.182388300369464,31.0,33,0.0,1.6035328215717612,True,38
STORE_09,PROD_005,11,82.9540994134195,0.67,87.82303475533826,88.0,24,64.0,5.045900586580501,False,92
STORE_09,PROD_005,12,88.7055904170115,0.67,93.66490640499215,94.0,24,70.0,5.294409582988493,False,86
STORE_09,PROD_005,13,84.49281728241439,0.67,89.2789120935513,89.0,24,65.0,4.507182717585607,False,71
STORE_09,PROD_006,11,68.76905761845583,0.65,72.70044846612038,73.0,2,71.0,4.230942381544168,False,96
STORE_09,PROD_006,12,78.28642039876644,0.65,82.62575141594007,83.0,2,81.0,4.713579601233562,False,71
STORE_09,PROD_006,13,75.39181156835824,0.65,79.57274284481147,80.0,2,78.0,4.608188431641764,False,46
STORE_09,PROD_007,11,92.2910002021174,0.57,95.41752242465517,95.0,26,69.0,2.7089997978825977,False,92
STORE_09,PROD_007,12,93.9848541644524,0.57,97.27437505179333,97.0,26,71.0,3.0151458355475995,False,96
STORE_09,PROD_007,13,94.58282617261838,0.57,97.87154065070617,98.0,26,72.0,3.4171738273816175,False,90
STORE_09,PROD_008,11,80.97902905891013,0.59,83.5777882216876,84.0,13,71.0,3.020970941089871,False,95
STORE_09,PROD_008,12,89.0329804769722,0.59,92.13929508018866,92.0,13,79.0,2.967019523027801,False,72
STORE_09,PROD_008,13,81.04377070756516,0.59,83.6607658706369,84.0,13,71.0,2.9562292924348412,False,107
STORE_10,PROD_001,11,43.220972433470735,0.68,46.90549605194168,47.0,38,9.0,3.7790275665292654,False,31
STORE_10,PROD_001,12,39.817614893143364,0.68,43.11856910586658,43.0,38,5.0,3.1823851068566356,False,33
STORE_10,PROD_001,13,38.46105969074446,0.68,41.56924397035745,42.0,38,4.0,3.538940309255537,False,41
STORE_10,PROD_002,11,79.74879345455216,0.65,85.14669599190731,85.0,34,51.0,5.251206545447843,False,76
STORE_10,PROD_002,12,76.58019527892066,0.65,81.81799032875209,82.0,34,48.0,5.419804721079345,False,82
STORE_10,PROD_002,13,79.57267713882277,0.65,85.05750628216705,85.0,34,51.0,5.427322861177231,False,76
STORE_10,PROD_003,11,70.94049683592684,0.66,75.90823203450789,76.0,57,19.0,5.059503164073163,False,70
STORE_10,PROD_003,12,66.86898168820431,0.66,71.938035858052,72.0,57,15.0,5.131018311795685,False,67
STORE_10,PROD_003,13,67.22049495850277,0.66,72.38249398904323,72.0,57,15.0,4.779505041497231,False,77
STORE_10,PROD_004,11,33.558412063197906,0.64,35.47459737715176,35.0,1,34.0,1.4415879368020939,False,35
STORE_10,PROD_004,12,33.627034945530156,0.64,35.541748820468,36.0,1,35.0,2.3729650544698444,False,24
STORE_10,PROD_004,13,31.59818643306724,0.64,33.28377750616059,33.0,1,32.0,1.4018135669327592,False,32
STORE_10,PROD_005,11,112.06300845376438,0.67,118.3762388086995,118.0,24,94.0,5.9369915462356175,False,115
STORE_10,PROD_005,12,109.90814373885868,0.67,116.1805762057704,116.0,24,92.0,6.0918562611413165,False,113
STORE_10,PROD_005,13,114.00644358558142,0.67,121.06391012968234,121.0,24,97.0,6.993556414418578,False,97
STORE_10,PROD_006,11,103.59616534284609,0.65,109.65526718090892,110.0,9,101.0,6.403834657153908,False,99
STORE_10,PROD_006,12,99.41137376210833,0.65,105.3618844663903,105.0,9,96.0,5.588626237891674,False,112
STORE_10,PROD_006,13,102.95747789727642,0.65,109.02787005098057,109.0,9,100.0,6.042522102723581,False,100
STORE_10,PROD_007,11,123.38616323031914,0.57,127.08625802659064,127.0,29,98.0,3.6138367696808587,False,112
STORE_10,PROD_007,12,118.72177586927319,0.57,122.26499382207375,122.0,29,93.0,3.2782241307268123,False,123
STORE_10,PROD_007,13,122.8304970590523,0.57,126.5609466469374,127.0,29,98.0,4.1695029409476945,False,117
STORE_10,PROD_008,11,82.4823115817099,0.59,84.93083990713312,85.0,18,67.0,2.5176884182901063,False,69
STORE_10,PROD_008,12,75.27813509909356,0.59,77.55270700709796,78.0,18,60.0,2.7218649009064393,False,83
STORE_10,PROD_008,13,76.22213411317261,0.59,78.68608124144308,79.0,18,61.0,2.777865886827385,False,76
STORE_11,PROD_001,11,54.261745062382765,0.68,59.02164979435386,59.0,13,46.0,4.738254937617235,False,50
STORE_11,PROD_001,12,53.56583212029096,0.68,58.23699736076674,58.0,13,45.0,4.434167879709037,False,45
STORE_11,PROD_001,13,50.32990785361637,0.68,54.64269073870475,55.0,13,42.0,4.670092146383631,False,65
STORE_11,PROD_002,11,90.31094132667454,0.65,96.1236254007019,96.0,0,96.0,5.689058673325462,False,139
STORE_11,PROD_002,12,107.40317966736112,0.65,113.84921599958561,114.0,0,114.0,6.596820332638885,False,119
STORE_11,PROD_002,13,113.15468111258093,0.65,120.11867170553921,120.0,0,120.0,6.845318887419069,False,107
