id_tienda,id_producto,semana,pronostico,nivel_servicio,objetivo_bruto,objetivo,stock_actual,pedido,colchon,cubierto_por_stock
STORE_10,PROD_007,14,119.14070290116612,0.57,122.78834213046393,123.0,29,94.0,3.8592970988338777,False
STORE_10,PROD_008,14,75.07535327140901,0.59,77.74008641510574,78.0,18,60.0,2.924646728590986,False
STORE_11,PROD_001,14,54.99984190929834,0.68,58.45333755616988,58.0,13,45.0,3.0001580907016603,False
STORE_11,PROD_002,14,116.55254637008858,0.65,123.9311948800912,124.0,0,124.0,7.447453629911422,False
STORE_11,PROD_003,14,72.86986748817834,0.66,76.91390128900747,77.0,18,59.0,4.130132511821657,False
STORE_11,PROD_004,14,52.2643387430285,0.64,54.70191561766184,55.0,10,45.0,2.735661256971497,False
STORE_11,PROD_005,14,168.86429080304444,0.67,178.64089467868658,179.0,8,171.0,10.13570919695556,False
STORE_11,PROD_006,14,131.5998187059567,0.65,139.23625203471434,139.0,89,50.0,7.400181294043307,False
STORE_11,PROD_007,14,80.15526426593539,0.57,82.51725411780407,83.0,24,59.0,2.8447357340646136,False
STORE_11,PROD_008,14,100.90374596662095,0.59,104.01658122299148,104.0,15,89.0,3.0962540333790542,False
STORE_12,PROD_001,14,84.55126557956977,0.68,90.43870589470164,90.0,40,50.0,5.4487344204302275,False
STORE_12,PROD_002,14,78.89688252571578,0.65,83.63684896947682,84.0,5,79.0,5.103117474284218,False
STORE_12,PROD_003,14,115.67733280708251,0.66,122.40698710753989,122.0,19,103.0,6.322667192917493,False
STORE_12,PROD_004,14,65.99106218120392,0.64,69.02342717141045,69.0,39,30.0,3.0089378187960847,False
STORE_12,PROD_005,14,133.3944628594017,0.67,141.02221634792178,141.0,2,139.0,7.605537140598301,False
STORE_12,PROD_006,14,118.82997811484552,0.65,125.62646877577482,126.0,5,121.0,7.170021885154483,False
STORE_12,PROD_007,14,139.22920558076626,0.57,142.84019665375675,143.0,1,142.0,3.770794419233738,False
STORE_12,PROD_008,14,121.57622623685643,0.59,126.14187736432255,126.0,97,29.0,4.423773763143572,False
STORE_13,PROD_001,14,51.54532667465986,0.68,55.026419970831846,55.0,17,38.0,3.4546733253401385,False
STORE_13,PROD_002,14,79.18066472984515,0.65,84.0735400743599,84.0,13,71.0,4.819335270154852,False
STORE_13,PROD_003,14,73.65861447728012,0.66,77.81021402970869,78.0,8,70.0,4.341385522719875,False
STORE_13,PROD_004,14,53.77465463499205,0.64,56.42978212451623,56.0,11,45.0,2.2253453650079535,False
STORE_13,PROD_005,14,105.1011230522227,0.67,111.04183778041259,111.0,29,82.0,5.898876947777296,False
STORE_13,PROD_006,14,71.16950975966144,0.65,75.16068306107015,75.0,49,26.0,3.8304902403385626,False
STORE_13,PROD_007,14,88.66100658070717,0.57,90.61283949416581,91.0,2,89.0,2.3389934192928337,False
STORE_13,PROD_008,14,109.39919486190657,0.59,113.27418671240957,113.0,7,106.0,3.6008051380934347,False
STORE_14,PROD_001,14,64.06402326933207,0.68,68.47143451827542,68.0,4,64.0,3.9359767306679316,False
STORE_14,PROD_002,14,74.2807733237815,0.65,78.69746402968372,79.0,11,68.0,4.719226676218497,False
STORE_14,PROD_003,14,90.14235860086518,0.66,95.30982845536806,95.0,15,80.0,4.85764139913482,False
STORE_14,PROD_004,14,59.48568570837385,0.64,62.195879750940875,62.0,25,37.0,2.5143142916261496,False
STORE_14,PROD_005,14,170.30096340249636,0.67,180.09070873914996,180.0,41,139.0,9.699036597503635,False
STORE_14,PROD_006,14,108.46550117316644,0.65,114.40947301429944,114.0,15,99.0,5.5344988268335555,False
STORE_14,PROD_007,14,123.97839974978841,0.57,127.16325166191277,127.0,13,114.0,3.0216002502115913,False
STORE_14,PROD_008,14,101.08416478432481,0.59,104.2002413301113,104.0,17,87.0,2.9158352156751874,False
STORE_15,PROD_001,14,50.83523999329255,0.68,54.239626466322484,54.0,43,11.0,3.1647600067074535,False
STORE_15,PROD_002,14,75.14146267704851,0.65,79.79214978309474,80.0,20,60.0,4.858537322951491,False
STORE_15,PROD_003,14,52.56335588302578,0.66,55.38127531567104,55.0,30,25.0,2.4366441169742217,False
STORE_15,PROD_004,14,60.68216299929945,0.64,63.91893779430523,64.0,25,39.0,3.3178370007005498,False
STORE_15,PROD_005,14,119.13765703801317,0.67,126.28920028484038,126.0,51,75.0,6.862342961986826,False
STORE_15,PROD_006,14,135.570852994588,0.65,143.60467564315377,144.0,33,111.0,8.429147005412005,False
STORE_15,PROD_007,14,119.74287215657547,0.57,123.14110382603675,123.0,8,115.0,3.257127843424527,False
STORE_15,PROD_008,14,105.71892952294225,0.59,109.71877143319071,110.0,38,72.0,4.281070477057753,False
STORE_16,PROD_001,14,82.66317526073473,0.68,87.53889982696114,88.0,12,76.0,5.336824739265268,False
STORE_16,PROD_002,14,148.6243539849559,0.65,157.7271906646251,158.0,37,121.0,9.375646015044111,False
STORE_16,PROD_003,14,109.18975372364793,0.66,115.15864255551594,115.0,47,68.0,5.810246276352075,False
STORE_16,PROD_004,14,41.038916422067075,0.64,42.86159801425496,43.0,23,20.0,1.961083577932925,False
STORE_16,PROD_005,14,243.6727802805729,0.67,256.47759960096323,256.0,25,231.0,12.327219719427092,False
STORE_16,PROD_006,14,193.86658743713076,0.65,204.44969830834864,204.0,3,201.0,10.133412562869239,False
STORE_16,PROD_007,14,184.10522806723324,0.57,188.42883924985867,188.0,7,181.0,3.8947719327667585,False
STORE_16,PROD_008,14,150.47608747312552,0.59,155.64847196884637,156.0,16,140.0,5.523912526874483,False
STORE_17,PROD_001,14,33.464039148501556,0.68,35.70465026013847,36.0,0,36.0,2.5359608514984444,False
STORE_17,PROD_002,14,56.89156937160813,0.65,60.32667128209499,60.0,37,23.0,3.108430628391872,False
STORE_17,PROD_003,14,40.179708543889774,0.66,42.32735100931187,42.0,9,33.0,1.8202914561102261,False
STORE_17,PROD_004,14,17.051777383011714,0.64,17.65428987553778,18.0,25,0.0,0.9482226169882857,True
STORE_17,PROD_005,14,69.75575944679946,0.67,74.02103353162315,74.0,29,45.0,4.244240553200541,False
STORE_17,PROD_006,14,39.10960550055664,0.65,41.124573301550704,41.0,15,26.0,1.8903944994433601,False
STORE_17,PROD_007,14,70.8461534370551,0.57,72.94788853096395,73.0,31,42.0,2.1538465629449064,False
STORE_17,PROD_008,14,63.97181613981415,0.59,65.64711911473941,66.0,22,44.0,2.028183860185848,False
STORE_18,PROD_001,14,67.06723864497869,0.68,71.07315070479191,71.0,8,63.0,3.932761355021313,False
STORE_18,PROD_002,14,115.48710304681104,0.65,122.62862837134604,123.0,33,90.0,7.512896953188957,False
STORE_18,PROD_003,14,67.38162621427908,0.66,70.96665860252908,71.0,20,51.0,3.6183737857209195,False
STORE_18,PROD_004,14,76.80543655453455,0.64,80.3112842519088,80.0,3,77.0,3.194563445465448,False
STORE_18,PROD_005,14,94.85624029979208,0.67,100.02021632982188,100.0,29,71.0,5.143759700207923,False
STORE_18,PROD_006,14,113.2513707816894,0.65,119.5725739896324,120.0,22,98.0,6.748629218310597,False
STORE_18,PROD_007,14,137.44886364706178,0.57,141.36124355050555,141.0,6,135.0,3.551136352938215,False
STORE_18,PROD_008,14,98.65298150352747,0.59,102.06626864091047,102.0,36,66.0,3.347018496472529,False
STORE_19,PROD_001,14,47.275336129990976,0.68,50.367312788168654,50.0,9,41.0,2.7246638700090244,False
STORE_19,PROD_002,14,79.8653842411954,0.65,84.57444391164488,85.0,16,69.0,5.1346157588046,False
STORE_19,PROD_003,14,84.47569242503059,0.66,89.21472282786637,89.0,8,81.0,4.524307574969413,False
STORE_19,PROD_004,14,46.18973747132283,0.64,48.40761029235539,48.0,25,23.0,1.8102625286771712,False
STORE_19,PROD_005,14,195.70632514600734,0.67,206.9016391865892,207.0,17,190.0,11.293674853992655,False
STORE_19,PROD_006,14,118.058770492852,0.65,124.94031836035266,125.0,12,113.0,6.941229507147995,False
STORE_19,PROD_007,14,122.29217352486096,0.57,125.57788236376275,126.0,0,126.0,3.7078264751390435,False
STORE_19,PROD_008,14,85.74984859827931,0.59,88.72299290531325,89.0,18,71.0,3.250151401720686,False
STORE_20,PROD_001,14,40.737833342244286,0.68,43.45203728614685,43.0,19,24.0,2.2621666577557136,False
STORE_20,PROD_002,14,60.1096140138428,0.65,63.66084435992748,64.0,3,61.0,3.8903859861571988,False
STORE_20,PROD_003,14,113.65313663449673,0.66,120.35039084156863,120.0,8,112.0,6.346863365503268,False
STORE_20,PROD_004,14,40.35098417875345,0.64,42.22678401116933,42.0,42,0.0,1.6490158212465502,True
STORE_20,PROD_005,14,126.18358676911943,0.67,133.38991436802172,133.0,15,118.0,6.8164132308805705,False
STORE_20,PROD_006,14,141.17159387548602,0.65,149.58958166875271,150.0,11,139.0,8.828406124513975,False
STORE_20,PROD_007,14,121.0065090064715,0.57,124.51047736109565,125.0,54,71.0,3.9934909935284963,False
STORE_20,PROD_008,14,155.784880947611,0.59,161.33923083897352,161.0,33,128.0,5.215119052389014,False
